Date,Aggregated_Daily_Score,Aggregated_General_Sentiment,Long_Term_Trend,Aggregated_Daily_Score_5,Aggregated_Sentiment_5,Signal_5,Aggregated_Daily_Score_15,Aggregated_Sentiment_15,Signal_15,Aggregated_Daily_Score_30,Aggregated_Sentiment_30,Signal_30,Aggregated_Daily_Score_100,Aggregated_Sentiment_100,Signal_100
2014-09-24,-0.09409544351577237,нейтральный,0,0.8746478873239436,положительный,1,0.4245917387127762,положительный,1,0.08208682962422453,нейтральный,0,0.1436351259360109,нейтральный,0
2014-09-25,-0.06767322728498237,нейтральный,0,0.9436619718309858,положительный,1,0.47166186359269924,положительный,1,0.11784020430499798,нейтральный,0,0.1769911504424777,нейтральный,0
2014-09-26,-0.028848746292801097,нейтральный,0,1.0,положительный,1,0.5408261287223821,положительный,1,0.17037577526450187,нейтральный,0,0.22600408441116415,нейтральный,0
2014-09-27,-0.7891614990563494,отрицательный,-1,-1.0,отрицательный,-1,-0.813640730067243,отрицательный,-1,-0.8584458226924481,отрицательный,-1,-0.7338325391422738,отрицательный,-1
2014-09-28,-0.7546508492855217,отрицательный,-1,-0.9092198581560283,отрицательный,-1,-0.8433552299140981,отрицательный,-1,-0.8117475373951113,отрицательный,-1,-0.6902654867256637,отрицательный,-1
2014-09-29,-0.11242922620652451,нейтральный,0,0.7801418439716312,положительный,1,0.3440414507772023,положительный,1,0.05727836556001442,нейтральный,0,0.12049012933968672,нейтральный,0
2014-09-30,-0.18684281477487197,нейтральный,0,0.5843971631205671,положительный,1,0.20103626943005204,нейтральный,0,-0.04341481211236797,нейтральный,0,0.0265486725663715,нейтральный,0
2014-10-01,-0.6877864653545429,отрицательный,-1,-0.7003984063745019,отрицательный,-1,-0.6857923497267759,отрицательный,-1,-0.6611973392461197,отрицательный,-1,-0.605854322668482,отрицательный,-1
2014-10-02,-0.032084119708816305,нейтральный,0,1.0,положительный,1,0.9754098360655739,положительный,1,0.41729490022172966,положительный,1,0.2219196732471067,нейтральный,0
2014-10-03,0.177675923429496,нейтральный,0,1.0,положительный,1,1.0,положительный,1,0.7623059866962305,положительный,1,0.486725663716814,положительный,1
2014-10-04,-0.8107306551631167,отрицательный,-1,-1.0,отрицательный,-1,-0.9978201634877384,отрицательный,-1,-0.8520653218059558,отрицательный,-1,-0.7610619469026549,отрицательный,-1
2014-10-05,-0.8312213534645456,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.8885686839577329,отрицательный,-1,-0.786929884275017,отрицательный,-1
2014-10-06,0.4704772175788623,положительный,1,1.0,положительный,1,1.0,положительный,1,1.0,положительный,1,0.8563648740639889,положительный,1
2014-10-07,0.2375303316257753,нейтральный,0,0.6420878210439105,положительный,1,0.6420878210439105,положительный,1,0.658498023715415,положительный,1,0.5622872702518718,положительный,1
2014-10-08,-0.1749797789161498,нейтральный,0,0.008285004142501995,нейтральный,0,0.008285004142501995,нейтральный,0,0.053754940711462584,нейтральный,0,0.04152484683458124,нейтральный,0
2014-10-09,-0.055810191426260314,нейтральный,0,0.19138359569179797,нейтральный,0,0.19138359569179797,нейтральный,0,0.22845849802371565,нейтральный,0,0.19196732471068745,нейтральный,0
2014-10-10,-0.7870045834456727,отрицательный,-1,-1.0,отрицательный,-1,-0.932062966031483,отрицательный,-1,-0.8434782608695652,отрицательный,-1,-0.7311095983662356,отрицательный,-1
2014-10-11,-0.8177406308978161,отрицательный,-1,-1.0,отрицательный,-1,-0.9792874896437448,отрицательный,-1,-0.8885375494071146,отрицательный,-1,-0.7699115044247788,отрицательный,-1
2014-10-12,-0.8608789431113507,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.9517786561264822,отрицательный,-1,-0.8243703199455412,отрицательный,-1
2014-10-13,-0.4785656511188999,отрицательный,-1,-0.050234427327528586,нейтральный,0,-0.4256784123126771,отрицательный,-1,-0.4256784123126771,отрицательный,-1,-0.3417290673927843,отрицательный,-1
2014-10-14,-0.031544890806147086,нейтральный,0,1.0,положительный,1,0.24584852166869187,нейтральный,0,0.24584852166869187,нейтральный,0,0.2226004084411164,нейтральный,0
2014-10-15,-0.5912644917767592,отрицательный,-1,-0.3498049414824448,отрицательный,-1,-0.5949777237748075,отрицательный,-1,-0.5949777237748075,отрицательный,-1,-0.48400272294077606,отрицательный,-1
2014-10-16,-0.1286060932866001,нейтральный,0,0.7659297789336801,положительный,1,0.10004050222762273,нейтральный,0,0.10004050222762273,нейтральный,0,0.10006807351940084,нейтральный,0
2014-10-17,0.01806416823941759,нейтральный,0,1.0,положительный,1,0.3203726204941273,положительный,1,0.3203726204941273,положительный,1,0.285228046289993,нейтральный,0
2014-10-18,-0.8242113777298463,отрицательный,-1,-1.0,отрицательный,-1,-0.9449169704333739,отрицательный,-1,-0.9449169704333739,отрицательный,-1,-0.7780803267528932,отрицательный,-1
2014-10-19,-0.8322998112698841,отрицательный,-1,-1.0,отрицательный,-1,-0.9570676387201296,отрицательный,-1,-0.9570676387201296,отрицательный,-1,-0.7882913546630361,отрицательный,-1
2014-10-20,-0.20733351307630088,нейтральный,0,0.4698795180722892,положительный,1,-0.018226002430133503,нейтральный,0,-0.018226002430133503,нейтральный,0,0.000680735194009463,нейтральный,0
2014-10-21,-0.2386087894311134,нейтральный,0,0.3963221306277742,положительный,1,0.1330387825233188,нейтральный,0,-0.0652085864722558,нейтральный,0,-0.03880190605854328,нейтральный,0
2014-10-22,0.8274467511458616,положительный,1,1.0,положительный,1,1.0,положительный,1,1.0,положительный,1,1.0,положительный,1
2014-10-23,-0.23375572930709076,нейтральный,0,-0.27875243664717353,нейтральный,0,-0.2571063557968699,нейтральный,0,-0.2571063557968699,нейтральный,0,-0.16140454411330774,нейтральный,0
2014-10-24,-0.13777298463197607,нейтральный,0,-0.8108244815376833,отрицательный,-1,-0.14340466304694965,нейтральный,0,-0.14340466304694965,нейтральный,0,-0.05635880790793735,нейтральный,0
2014-10-25,-0.8031814505257482,отрицательный,-1,-1.0,отрицательный,-1,-0.931651229639093,отрицательный,-1,-0.931651229639093,отрицательный,-1,-0.7845972263204485,отрицательный,-1
2014-10-26,-0.7864653545430035,отрицательный,-1,-0.9794973544973545,отрицательный,-1,-0.9118492494410732,отрицательный,-1,-0.9118492494410732,отрицательный,-1,-0.7663027441723222,отрицательный,-1
2014-10-27,0.4241035319493127,положительный,1,1.0,положительный,1,0.5139701104613386,положительный,1,0.5221973810284253,положительный,1,0.5585718501032753,положительный,1
2014-10-28,0.6532758155837155,положительный,1,1.0,положительный,1,0.7901234567901234,положительный,1,0.7936761418077292,положительный,1,0.8093832989082326,положительный,1
2014-10-29,0.5324885413858185,положительный,1,0.8341355053683821,положительный,1,0.6445743989603641,положительный,1,0.6505908655381667,положительный,1,0.6771909117733845,положительный,1
2014-10-30,-0.3146400647074682,отрицательный,-1,-0.34456928838951306,отрицательный,-1,-0.3762183235867447,отрицательный,-1,-0.3529223890130948,отрицательный,-1,-0.24992623192682206,нейтральный,0
2014-10-31,-0.02884874629280132,нейтральный,0,-0.40947075208913664,отрицательный,-1,-0.031838856400260074,нейтральный,0,-0.01437240498243375,нейтральный,0,0.06285039834759498,нейтральный,0
2014-11-01,-0.8333782690752224,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.9674225487064836,отрицательный,-1,-0.8176453231041605,отрицательный,-1
2014-11-02,-0.8064168239417633,отрицательный,-1,-0.9605211212001579,отрицательный,-1,-0.9675324675324676,отрицательный,-1,-0.935483870967742,отрицательный,-1,-0.7881380938329892,отрицательный,-1
2014-11-03,-0.7810730655163116,отрицательный,-1,-0.8699731903485255,отрицательный,-1,-0.9370129870129871,отрицательный,-1,-0.9054615138933249,отрицательный,-1,-0.7604012983180879,отрицательный,-1
2014-11-04,-0.8926934483688326,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.8825612275007377,отрицательный,-1
2014-11-05,-0.2278242113777298,нейтральный,0,1.0,положительный,1,-0.22695924764890274,нейтральный,0,-0.22695924764890274,нейтральный,0,-0.15491295367365,нейтральный,0
2014-11-06,-0.04017255324885405,нейтральный,0,1.0,положительный,1,0.10289501220788289,нейтральный,0,-0.008777429467084596,нейтральный,0,0.050457362053703214,нейтральный,0
2014-11-07,-0.3448368832569426,отрицательный,-1,0.28526249209361154,нейтральный,0,-0.29124520404604115,нейтральный,0,-0.36300940438871465,отрицательный,-1,-0.2829743287105342,нейтральный,0
2014-11-08,-0.7654354273389053,отрицательный,-1,-0.7014547754585705,отрицательный,-1,-0.8353679804673875,отрицательный,-1,-0.852037617554859,отрицательный,-1,-0.7432871053408086,отрицательный,-1
2014-11-09,-0.8139660285791318,отрицательный,-1,-1.0,отрицательный,-1,-0.8981513777467737,отрицательный,-1,-0.9084639498432602,отрицательный,-1,-0.7964001180289171,отрицательный,-1
2014-11-10,-0.12806686438393078,нейтральный,0,0.7728222996515681,положительный,1,-0.010812696198116312,нейтральный,0,-0.11097178683385567,нейтральный,0,-0.04573620537031564,нейтральный,0
2014-11-11,0.21542194661633896,нейтральный,0,1.0,положительный,1,0.43355423787931646,положительный,1,0.28840125391849547,нейтральный,0,0.3301858955444086,положительный,1
2014-11-12,-0.12968455109193844,нейтральный,0,0.32949188056574097,положительный,1,0.07075293227393109,нейтральный,0,-0.11285266457680243,нейтральный,0,-0.04750663912658604,нейтральный,0
2014-11-13,0.15502830951739033,нейтральный,0,0.8826610790990046,положительный,1,0.8909975669099757,положительный,1,0.21818181818181825,нейтральный,0,0.26408970197698434,нейтральный,0
2014-11-14,-0.4569964950121326,отрицательный,-1,-1.0,отрицательный,-1,-0.21362530413625302,нейтральный,0,-0.4934169278996865,отрицательный,-1,-0.49248120300751874,отрицательный,-1
2014-11-15,-0.8317605823672148,отрицательный,-1,-1.0,отрицательный,-1,-0.8900243309002434,отрицательный,-1,-0.929153605015674,отрицательный,-1,-0.9279448621553885,отрицательный,-1
2014-11-16,-0.794014559180372,отрицательный,-1,-0.9234972677595629,отрицательный,-1,-0.8218978102189781,отрицательный,-1,-0.8852664576802508,отрицательный,-1,-0.8840852130325815,отрицательный,-1
2014-11-17,-0.41547586950660553,отрицательный,-1,-0.1562841530054645,нейтральный,0,-0.13868613138686137,нейтральный,0,-0.445141065830721,отрицательный,-1,-0.4442355889724311,отрицательный,-1
2014-11-18,0.5114586141817203,положительный,1,1.0,положительный,1,1.0,положительный,1,0.6326018808777429,положительный,1,0.6328320802005014,положительный,1
2014-11-19,0.3238069560528447,положительный,1,0.7205941389000401,положительный,1,0.7205941389000401,положительный,1,0.4144200626959247,положительный,1,0.41478696741854626,положительный,1
2014-11-20,0.2903747640873553,нейтральный,0,0.6612969847170589,положительный,1,0.6708149337615414,положительный,1,0.3755485893416928,положительный,1,0.37593984962406024,положительный,1
2014-11-21,0.3674844971690483,положительный,1,0.6893542757417102,положительный,1,0.7856282617422721,положительный,1,0.6302755493547261,положительный,1,0.46553884711779436,положительный,1
2014-11-22,-0.8058775950390941,отрицательный,-1,-1.0,отрицательный,-1,-0.9614612605379366,отрицательный,-1,-0.8876874782002093,отрицательный,-1,-0.8978696741854637,отрицательный,-1
2014-11-23,-0.7686708007549204,отрицательный,-1,-0.9365808823529411,отрицательный,-1,-0.9060618225612204,отрицательный,-1,-0.8395535402860133,отрицательный,-1,-0.8546365914786967,отрицательный,-1
2014-11-24,0.7945537880830416,положительный,1,1.0,положительный,1,1.0,положительный,1,1.0,положительный,1,0.9617794486215538,положительный,1
2014-11-25,0.08385009436505819,нейтральный,0,0.11185983827493273,нейтральный,0,0.1259946949602122,нейтральный,0,0.15755832534356018,нейтральный,0,0.13596491228070184,нейтральный,0
2014-11-26,-0.033162577514154634,нейтральный,0,-0.034366576819407024,нейтральный,0,-0.017904509283819592,нейтральный,0,0.01885586449344845,нейтральный,0,0.0,нейтральный,0
2014-11-27,-0.16419520086276618,нейтральный,0,-0.22662987236978271,нейтральный,0,-0.17904509283819625,нейтральный,0,-0.1364653243847873,нейтральный,0,-0.1522556390977443,нейтральный,0
2014-11-28,-0.10649770827716354,нейтральный,0,-0.8796400449943759,отрицательный,-1,-0.10809018567639261,нейтральный,0,-0.06807286673058477,нейтральный,0,-0.08521303258145374,нейтральный,0
2014-11-29,-0.831760582367215,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.9277724512623842,отрицательный,-1,-0.9279448621553885,отрицательный,-1
2014-11-30,-0.8296036667565382,отрицательный,-1,-0.9945982444294396,отрицательный,-1,-0.9973474801061007,отрицательный,-1,-0.925215723873442,отрицательный,-1,-0.9254385964912281,отрицательный,-1
2014-12-01,-0.43596656780803444,отрицательный,-1,0.09144981412639419,нейтральный,0,-0.513262599469496,отрицательный,-1,-0.4586129753914988,отрицательный,-1,-0.46804511278195493,отрицательный,-1
2014-12-02,-0.08546778107306541,нейтральный,0,1.0,положительный,1,-0.08222811671087538,нейтральный,0,-0.043144774688398835,нейтральный,0,-0.06077694235588971,нейтральный,0
2014-12-03,0.21488271771366962,нейтральный,0,1.0,положительный,1,0.28713527851458887,нейтральный,0,0.31287951422179616,положительный,1,0.28822055137844615,нейтральный,0
2014-12-04,0.23645187382043686,нейтральный,0,1.0,положительный,1,0.3136604774535807,положительный,1,0.3136604774535807,положительный,1,0.31328320802005005,положительный,1
2014-12-05,-0.14586141817201392,нейтральный,0,-0.13712910986367288,нейтральный,0,-0.1564986737400531,нейтральный,0,-0.1564986737400531,нейтральный,0,-0.13095238095238104,нейтральный,0
2014-12-06,-0.8263682933405231,отрицательный,-1,-1.0,отрицательный,-1,-0.993368700265252,отрицательный,-1,-0.993368700265252,отрицательный,-1,-0.9216791979949874,отрицательный,-1
2014-12-07,-0.8015637638177406,отрицательный,-1,-0.9533231861998985,отрицательный,-1,-0.9628647214854111,отрицательный,-1,-0.9628647214854111,отрицательный,-1,-0.8928571428571429,отрицательный,-1
2014-12-08,0.0482609867888919,нейтральный,0,0.6458650431253172,положительный,1,0.08222811671087538,нейтральный,0,0.08222811671087538,нейтральный,0,0.09461152882205504,нейтральный,0
2014-12-09,-0.5971960097061202,отрицательный,-1,-0.47595561035758316,отрицательный,-1,-0.5608278647147905,отрицательный,-1,-0.7115384615384616,отрицательный,-1,-0.6553884711779449,отрицательный,-1
2014-12-10,0.03855486654084683,нейтральный,0,0.9778051787916153,положительный,1,0.6294800605754671,положительный,1,0.07029177718832891,нейтральный,0,0.08333333333333326,нейтральный,0
2014-12-11,-0.19924507953626303,нейтральный,0,0.4175126903553301,положительный,1,0.18425037859666848,нейтральный,0,-0.22214854111405835,нейтральный,0,-0.19298245614035092,нейтральный,0
2014-12-12,-0.12429226206524668,нейтральный,0,0.46532999164578115,положительный,1,0.3245835436648157,положительный,1,-0.12997347480106103,нейтральный,0,-0.10588972431077703,нейтральный,0
2014-12-13,-0.8053383661364248,отрицательный,-1,-1.0,отрицательный,-1,-0.950530035335689,отрицательный,-1,-0.9675066312997347,отрицательный,-1,-0.8972431077694235,отрицательный,-1
2014-12-14,-0.7902399568616878,отрицательный,-1,-0.9642172523961662,отрицательный,-1,-0.9261507334344967,отрицательный,-1,-0.9489389920424403,отрицательный,-1,-0.8796992481203008,отрицательный,-1
2014-12-15,0.06929091399299026,нейтральный,0,1.0,положительный,1,0.6854388635210555,положительный,1,0.10809018567639272,нейтральный,0,0.11904761904761885,нейтральный,0
2014-12-16,-0.6074413588568347,отрицательный,-1,-0.5474722564734895,отрицательный,-1,-0.5880263825469305,отрицательный,-1,-0.7241379310344828,отрицательный,-1,-0.6672932330827068,отрицательный,-1
2014-12-17,-0.4338096521973577,отрицательный,-1,-0.15043156596794083,нейтральный,0,-0.26128868594622,нейтральный,0,-0.5106100795755968,отрицательный,-1,-0.4655388471177945,отрицательный,-1
2014-12-18,0.38797519547047754,положительный,1,1.0,положительный,1,1.0,положительный,1,0.5,положительный,1,0.4893483709273183,положительный,1
2014-12-19,0.14208681585332994,нейтральный,0,0.5059588299024917,положительный,1,0.5950266429840141,положительный,1,0.19761273209549057,нейтральный,0,0.2036340852130325,нейтральный,0
2014-12-20,-0.7147479104880021,отрицательный,-1,-1.0,отрицательный,-1,-0.8161634103019538,отрицательный,-1,-0.8561007957559682,отрицательный,-1,-0.7919799498746867,отрицательный,-1
2014-12-21,-0.8209760043138312,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.986737400530504,отрицательный,-1,-0.9154135338345865,отрицательный,-1
2014-12-22,0.17012671879212737,нейтральный,0,0.6396074933095448,положительный,1,0.6396074933095448,положительный,1,0.2320954907161803,нейтральный,0,0.23573667711598745,нейтральный,0
2014-12-23,-0.19277433270423294,нейтральный,0,0.26768226332970624,нейтральный,0,0.03925066904549501,нейтральный,0,-0.21419098143236082,нейтральный,0,-0.18620689655172407,нейтральный,0
2014-12-24,0.08978161229441906,нейтральный,0,0.8378672470076172,положительный,1,0.5066904549509366,положительный,1,0.5110521662245799,положительный,1,0.14231974921630086,нейтральный,0
2014-12-25,-0.125370719870585,нейтральный,0,0.4036996735582157,положительный,1,0.15075825156110612,нейтральный,0,0.15826702033598572,нейтральный,0,-0.10783699059561125,нейтральный,0
2014-12-26,-0.05041790239956856,нейтральный,0,-0.21545319465081691,нейтральный,0,0.27475468331846553,нейтральный,0,0.28116710875331563,нейтральный,0,-0.020689655172413723,нейтральный,0
2014-12-27,-0.7686708007549204,отрицательный,-1,-1.0,отрицательный,-1,-0.9134701159678859,отрицательный,-1,-0.896551724137931,отрицательный,-1,-0.8557993730407524,отрицательный,-1
2014-12-28,-0.8387705581019143,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.9373040752351097,отрицательный,-1
2014-12-29,-0.02561337287678611,нейтральный,0,1.0,положительный,1,0.3257142857142856,положительный,1,0.3257142857142856,положительный,1,0.008150470219435713,нейтральный,0
2014-12-30,-0.7729846319762739,отрицательный,-1,-0.8381962864721485,отрицательный,-1,-0.8927472527472528,отрицательный,-1,-0.8927472527472528,отрицательный,-1,-0.8608150470219436,отрицательный,-1
2014-12-31,-0.6182259369102183,отрицательный,-1,-0.45755968169761274,отрицательный,-1,-0.6404395604395605,отрицательный,-1,-0.6404395604395605,отрицательный,-1,-0.6808777429467084,отрицательный,-1
2015-01-01,-0.6818549474251819,отрицательный,-1,-0.6140583554376657,отрицательный,-1,-0.7441758241758242,отрицательный,-1,-0.7441758241758242,отрицательный,-1,-0.754858934169279,отрицательный,-1
2015-01-02,-0.743866271232138,отрицательный,-1,-0.922077922077922,отрицательный,-1,-0.811865312667023,отрицательный,-1,-0.8452747252747252,отрицательный,-1,-0.8269592476489028,отрицательный,-1
2015-01-03,-0.8225936910218388,отрицательный,-1,-1.0,отрицательный,-1,-0.9679315873864244,отрицательный,-1,-0.9736263736263736,отрицательный,-1,-0.9184952978056427,отрицательный,-1
2015-01-04,-0.794014559180372,отрицательный,-1,-0.7203166226912929,отрицательный,-1,-0.9112773917691074,отрицательный,-1,-0.927032967032967,отрицательный,-1,-0.8852664576802508,отрицательный,-1
2015-01-05,-0.6268535993529253,отрицательный,-1,1.0,положительный,1,-0.5799037947621593,отрицательный,-1,-0.6545054945054944,отрицательный,-1,-0.6909090909090909,отрицательный,-1
2015-01-06,-0.7152871393906713,отрицательный,-1,0.09641873278236912,нейтральный,0,-0.7340301974448316,отрицательный,-1,-0.7986813186813186,отрицательный,-1,-0.793730407523511,отрицательный,-1
2015-01-07,-0.6829334052305203,отрицательный,-1,0.42699724517906334,положительный,1,-0.6643437862950058,отрицательный,-1,-0.7459340659340659,отрицательный,-1,-0.7561128526645768,отрицательный,-1
2015-01-08,-0.6322458883796171,отрицательный,-1,0.9354838709677415,положительный,1,-0.49204244031830247,отрицательный,-1,-0.6632967032967033,отрицательный,-1,-0.69717868338558,отрицательный,-1
2015-01-09,-0.7778376921002965,отрицательный,-1,-1.0,отрицательный,-1,-0.8501326259946949,отрицательный,-1,-0.9006593406593406,отрицательный,-1,-0.8664576802507837,отрицательный,-1
2015-01-10,-0.7832299811269884,отрицательный,-1,-1.0,отрицательный,-1,-0.863395225464191,отрицательный,-1,-0.9094505494505495,отрицательный,-1,-0.8727272727272727,отрицательный,-1
2015-01-11,-0.7255324885413859,отрицательный,-1,-0.23571428571428565,нейтральный,0,-0.7214854111405835,отрицательный,-1,-0.8153846153846154,отрицательный,-1,-0.8056426332288401,отрицательный,-1
2015-01-12,-0.009436505796710515,нейтральный,0,1.0,положительный,1,1.0,положительный,1,0.3520879120879121,положительный,1,0.026959247648902895,нейтральный,0
2015-01-13,-0.06659476947964404,нейтральный,0,0.8522648083623692,положительный,1,0.8594164456233422,положительный,1,0.2589010989010989,нейтральный,0,-0.039498432601880795,нейтральный,0
2015-01-14,-0.6791588029118361,отрицательный,-1,-0.7310104529616726,отрицательный,-1,-0.6472148541114059,отрицательный,-1,-0.7397802197802198,отрицательный,-1,-0.7517241379310344,отрицательный,-1
2015-01-15,-0.3238069560528444,отрицательный,-1,0.12198795180722888,нейтральный,0,0.22679045092838201,нейтральный,0,-0.16043956043956042,нейтральный,0,-0.3385579937304074,отрицательный,-1
2015-01-16,-0.8112698840657859,отрицательный,-1,-1.0,отрицательный,-1,-0.9721485411140584,отрицательный,-1,-0.9551648351648352,отрицательный,-1,-0.9053291536050156,отрицательный,-1
2015-01-17,-0.811809112968455,отрицательный,-1,-1.0,отрицательный,-1,-0.973474801061008,отрицательный,-1,-0.9465526456440406,отрицательный,-1,-0.9059561128526645,отрицательный,-1
2015-01-18,-0.8829873281207873,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-1.0,отрицательный,-1,-0.9887147335423198,отрицательный,-1
2015-01-19,-0.06605554057697482,нейтральный,0,1.0,положительный,1,0.8703703703703707,положительный,1,0.5514592933947777,положительный,1,-0.0388714733542318,нейтральный,0
2015-01-20,0.11027231059584808,нейтральный,0,1.0,положительный,1,1.0,положительный,1,0.8863287250384024,положительный,1,0.16614420062695912,нейтральный,0
2015-01-21,0.07576166082502023,нейтральный,0,0.9305103148751357,положительный,1,0.9305103148751357,положительный,1,0.9305103148751357,положительный,1,0.12601880877742944,нейтральный,0
2015-01-22,0.5939606362901055,положительный,1,1.0,положительный,1,1.0,положительный,1,1.0,положительный,1,0.7285266457680253,положительный,1
2015-01-23,0.3566999191156648,положительный,1,0.2810457516339866,нейтральный,0,0.6787148594377508,положительный,1,0.6787148594377508,положительный,1,0.4526645768025077,положительный,1
2015-01-24,-0.8355351846858992,отрицательный,-1,-1.0,отрицательный,-1,-0.9357429718875502,отрицательный,-1,-0.9357429718875502,отрицательный,-1,-0.9335423197492163,отрицательный,-1
2015-01-25,-0.8495551361552979,отрицательный,-1,-1.0,отрицательный,-1,-0.954728002920774,отрицательный,-1,-0.954728002920774,отрицательный,-1,-0.9498432601880877,отрицательный,-1
2015-01-26,-0.1819897546508491,нейтральный,0,-0.07508404930892798,нейтральный,0,-0.05074844833880976,нейтральный,0,-0.05074844833880976,нейтральный,0,-0.17366771159874594,нейтральный,0
2015-01-27,-0.2348341871124291,нейтральный,0,0.019222172552525674,нейтральный,0,-0.12230741146403801,нейтральный,0,-0.12230741146403801,нейтральный,0,-0.23510971786833845,нейтральный,0
2015-01-28,-0.2849824750606631,нейтральный,0,0.691437802907916,положительный,1,-0.19021540708287699,нейтральный,0,-0.19021540708287699,нейтральный,0,-0.29341692789968643,нейтральный,0
2015-01-29,-0.5006740361283364,отрицательный,-1,0.045234248788368125,нейтральный,0,-0.4822928075940124,отрицательный,-1,-0.4822928075940124,отрицательный,-1,-0.5442006269592476,отрицательный,-1
2015-01-30,-0.42949582097600425,отрицательный,-1,-0.5532994923857868,отрицательный,-1,-0.3859072654253377,отрицательный,-1,-0.3859072654253377,отрицательный,-1,-0.45094279322467246,отрицательный,-1
2015-01-31,-0.8166621730924777,отрицательный,-1,-1.0,отрицательный,-1,-0.9101861993428259,отрицательный,-1,-0.9101861993428259,отрицательный,-1,-0.909875359539789,отрицательный,-1
2015-02-01,-0.8053383661364248,отрицательный,-1,-0.9574036511156186,отрицательный,-1,-0.8948521358159912,отрицательный,-1,-0.8948521358159912,отрицательный,-1,-0.8964525407478428,отрицательный,-1
2015-02-02,-0.06012402264761385,нейтральный,0,1.0,положительный,1,0.09376167351512876,нейтральный,0,0.11427528294998157,нейтральный,0,-0.013103227868328515,нейтральный,0
2015-02-03,-0.10757616608250187,нейтральный,0,0.8745545260156808,положительный,1,0.028016436309301396,нейтральный,0,0.05001825483753186,нейтральный,0,-0.06935123042505587,нейтральный,0
2015-02-04,-0.019142626044755806,нейтральный,0,1.0,положительный,1,0.1505416511019797,нейтральный,0,0.1697699890470974,нейтральный,0,0.03547459252157248,нейтральный,0
2015-02-05,-0.5362631437045025,отрицательный,-1,-0.31550068587105606,отрицательный,-1,-0.5659320134478895,отрицательный,-1,-0.5304855786783498,отрицательный,-1,-0.5775007989773089,отрицательный,-1
2015-02-06,-0.32650310056619014,отрицательный,-1,-0.1887382690302397,нейтральный,0,-0.13276709879302628,нейтральный,0,-0.24644030668127048,нейтральный,0,-0.3288590604026844,отрицательный,-1
2015-02-07,-0.8085737395524399,отрицательный,-1,-1.0,отрицательный,-1,-0.9012987012987013,отрицательный,-1,-0.8992332968236583,отрицательный,-1,-0.900287631831256,отрицательный,-1
2015-02-08,-0.8403882448099218,отрицательный,-1,-1.0,отрицательный,-1,-0.977922077922078,отрицательный,-1,-0.9423147133990507,отрицательный,-1,-0.9379993608181527,отрицательный,-1
2015-02-09,-0.5815583715287139,отрицательный,-1,0.007345225603357708,нейтральный,0,-0.36966513460275774,отрицательный,-1,-0.5918218327856882,отрицательный,-1,-0.6311920741450943,отрицательный,-1
2015-02-10,-0.10272310595847922,нейтральный,0,1.0,положительный,1,0.7964543663821404,положительный,1,0.05658999634903239,нейтральный,0,-0.06359859379993604,нейтральный,0
2015-02-11,0.24184416284712884,нейтральный,0,1.0,положительный,1,1.0,положительный,1,0.5231836436655712,положительный,1,0.3448386065835729,положительный,1
2015-02-12,-0.0617417093556214,нейтральный,0,0.4389636273044344,положительный,1,0.4389636273044344,положительный,1,0.11208470244614821,нейтральный,0,-0.02089360334297652,нейтральный,0
2015-02-13,-0.12321380425990813,нейтральный,0,0.11329404060248849,нейтральный,0,0.325361235675137,положительный,1,0.028842643300474702,нейтральный,0,-0.09418193506910966,нейтральный,0
2015-02-14,-0.7460231868428148,отрицательный,-1,-1.0,отрицательный,-1,-0.8256103637269556,отрицательный,-1,-0.814530850675429,отрицательный,-1,-0.8367084538733526,отрицательный,-1
2015-02-15,-0.811809112968455,отрицательный,-1,-1.0,отрицательный,-1,-0.9471848530144494,отрицательный,-1,-0.9036144578313253,отрицательный,-1,-0.9151398264223722,отрицательный,-1
2015-02-16,0.1242922620652469,нейтральный,0,1.0,положительный,1,0.7827603388141504,положительный,1,0.36400146038700254,положительный,1,0.2009000321440051,нейтральный,0
2015-02-17,0.11350768401186317,нейтральный,0,0.9769585253456221,положительный,1,0.7628300946686597,положительный,1,0.3343294732909974,положительный,1,0.1880424300867889,нейтральный,0
2015-02-18,0.18899973038554885,нейтральный,0,1.0,положительный,1,0.9023418036870952,положительный,1,0.43892416884572283,положительный,1,0.2780456444873032,нейтральный,0
2015-02-19,-0.7826907522243192,отрицательный,-1,-0.9418103448275862,отрицательный,-1,-0.8933731938216243,отрицательный,-1,-0.9073589839372431,отрицательный,-1,-0.8804243008678881,отрицательный,-1
2015-02-20,-0.3507684011863036,отрицательный,-1,-0.11098779134295222,нейтральный,0,-0.09516691579471848,нейтральный,0,-0.30892790437056417,отрицательный,-1,-0.3654773384763741,отрицательный,-1
